Vial,coral.id,timepoint,life.stage,metric,Dilution.Factor,Count.1,Count.2,Count.3,Count.4,Count.5,Count.6,Sum.Counts,#squares/count,Total#Squares,Counter.Initials,Date.Counted
921,P10,T2,Adult,Chlorophyll,,,,,,,,,,,,
922,P17,T2,Adult,Chlorophyll,,,,,,,,,,,,
923,P17,T2,Adult,Chlorophyll,,,,,,,,,,,,
924,P17,T2,Adult,Chlorophyll,,,,,,,,,,,,
925,P20,T2,Adult,Chlorophyll,,,,,,,,,,,,
926,P20,T2,Adult,Chlorophyll,,,,,,,,,,,,
927,P20,T2,Adult,Chlorophyll,,,,,,,,,,,,
928,R9,T2,Adult,Chlorophyll,,,,,,,,,,,,
929,R9,T2,Adult,Chlorophyll,,,,,,,,,,,,
930,R9,T2,Adult,Chlorophyll,,,,,,,,,,,,
931,P7,T2,Adult,Chlorophyll,,,,,,,,,,,,
932,P7,T2,Adult,Chlorophyll,,,,,,,,,,,,
933,P7,T2,Adult,Chlorophyll,,,,,,,,,,,,
934,R3,T2,Adult,Chlorophyll,,,,,,,,,,,,
935,R3,T2,Adult,Chlorophyll,,,,,,,,,,,,
936,R3,T2,Adult,Chlorophyll,,,,,,,,,,,,
937,R19,T2,Adult,Chlorophyll,,,,,,,,,,,,
938,R19,T2,Adult,Chlorophyll,,,,,,,,,,,,
939,R19,T2,Adult,Chlorophyll,,,,,,,,,,,,
940,R14,T2,Adult,Chlorophyll,,,,,,,,,,,,
941,R14,T2,Adult,Chlorophyll,,,,,,,,,,,,
942,R14,T2,Adult,Chlorophyll,,,,,,,,,,,,
943,P5,T2,Adult,Chlorophyll,,,,,,,,,,,,
944,P5,T2,Adult,Chlorophyll,,,,,,,,,,,,
945,P5,T2,Adult,Chlorophyll,,,,,,,,,,,,
946,R20,T2,Adult,Chlorophyll,,,,,,,,,,,,
947,R20,T2,Adult,Chlorophyll,,,,,,,,,,,,
948,R20,T2,Adult,Chlorophyll,,,,,,,,,,,,
949,P19,T1,Adult,TEST,,,,,,,,,,,,
950,P19,T1,Adult,TEST,,,,,,,,,,,,
951,P19,T1,Adult,TEST,,,,,,,,,,,,
952,R1,T1,Adult,TEST,,,,,,,,,,,,
953,R1,T1,Adult,TEST,,,,,,,,,,,,
954,R1,T1,Adult,TEST,,,,,,,,,,,,
955,P19,T1,Adult,TEST,,,,,,,,,,,,
956,R1,T1,Adult,TEST,,,,,,,,,,,,
